"id_persona_pr","nme_genero_pr","id_niv_form_pr","id_clas_pr","edad_anos_pr","nme_region_gr","nme_area_gr","Actividades","LugarActualTrabajo","cant_libros","cant_lineas","cant_tgs","cant_art"
186635,"femenino","3","i",44,"region eje cafetero","ciencias de la salud","No especificado","Universidad","3 o más libros","4 o más líneas","Más de 45","Entre 31 y 45"
186902,"masculino","3","i",42,"distrito capital","biotecnologia en salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
187062,"masculino","3","is",64,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
187453,"masculino","3","is",60,"distrito capital","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
187518,"femenino","5","is",54,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
187577,"femenino","3","ij",60,"region eje cafetero","ciencias de la salud","Actividades de administración","Universidad","No especificado","1 línea","Entre 16 y 30","Entre 31 y 45"
188212,"femenino","4","ij",52,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
188492,"masculino","3","ij",52,"region caribe","medicina clinica","Actividades de administración","Universidad","No especificado","4 o más líneas","Entre 31 y 45","Más de 45"
188620,"masculino","d","is",68,"exterior","medicina clinica","Actividades de administración","Universidad","1 libro","4 o más líneas","15 o menos","Más de 45"
188891,"femenino","4","ij",61,"distrito capital","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
188905,"masculino","4","is",58,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
188948,"femenino","4","is",45,"region eje cafetero","otras ciencias medicas","Actividades de administración","Universidad","1 libro","4 o más líneas","Más de 45","Entre 16 y 30"
189820,"femenino","4","ij",46,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
190004,"masculino","4","i",53,"region pacifico","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
190101,"masculino","4","ij",44,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
190144,"femenino","3","i",51,"region caribe","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
190292,"masculino","2","ij",53,"region eje cafetero","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
190659,"femenino","4","ij",47,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
190918,"femenino","4","ij",55,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
190926,"femenino","3","ij",47,"region pacifico","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
190969,"masculino","4","i",60,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
191000,"masculino","4","is",56,"region eje cafetero","medicina clinica","Actividades de administración","Universidad","No especificado","4 o más líneas","Entre 16 y 30","Más de 45"
191256,"masculino","3","ij",46,"region pacifico","medicina clinica","Actividades de administración","Hospital / Clínica","No especificado","3 líneas","15 o menos","Entre 16 y 30"
191701,"masculino","4","is",39,"region eje cafetero","medicina basica","Actividades de investigación","Universidad","No especificado","2 líneas","Entre 31 y 45","Más de 45"
193313,"femenino","4","is",39,"region eje cafetero","medicina basica","Actividades de investigación","Centro de investigación","No especificado","3 líneas","15 o menos","Entre 31 y 45"
194255,"femenino","4","ij",47,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
194280,"masculino","4","i",40,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
194883,"masculino","4","ij",67,"region caribe","medicina clinica","Actividades de administración","Universidad","2 libros","3 líneas","Más de 45","Entre 16 y 30"
194905,"femenino","3","i",66,"centro oriente","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
195090,"masculino","5","i",53,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
195154,"masculino","4","is",46,"region caribe","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
195162,"femenino","3","ij",59,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
195715,"masculino","d","is",52,"centro oriente","medicina clinica","Actividades de administración","Universidad","No especificado","4 o más líneas","15 o menos","Más de 45"
195880,"femenino","4","is",45,"region pacifico","ciencias de la salud","Actividades de administración","Universidad","3 o más libros","4 o más líneas","Entre 16 y 30","Más de 45"
196584,"masculino","3","i",63,"region eje cafetero","ingenieria medica","Actividades de administración","Universidad","3 o más libros","4 o más líneas","Más de 45","Más de 45"
196932,"masculino","4","ie",65,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
197017,"femenino","3","i",64,"distrito capital","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
197254,"masculino","2","ij",57,"region caribe","medicina clinica","Actividades de administración","Universidad","3 o más libros","4 o más líneas","No especificado","Más de 45"
197556,"femenino","4","is",49,"centro oriente","medicina basica","Actividades de administración","Universidad","No especificado","3 líneas","15 o menos","Más de 45"
197963,"masculino","3","ij",59,"region eje cafetero","ciencias de la salud","Actividades de administración","Universidad","1 libro","4 o más líneas","Entre 31 y 45","Entre 16 y 30"
198773,"femenino","4","is",55,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
